P_NAME,P_MASS,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,S_LOG_G,Atmospheric_Retention,Long_Term_Stability,ESI
Kepler-1428 b,3.329999999999984,1.6399999999999997,10.676072000002023,0.1059000000000001,0.0,1530.32,6184.0,1.28,1.36,1.4249519,2.030487800000003,1.2381023,0.75494044,0.0014568873000000426,0.1059000000000001,0.1059000000000001,0.1059000000000001,0.1059000000000001,783.80509,1347.8816,1522.2204,Superterran,F,8.7902252,8.0050448,0.0,0.43742123,0.0,0.0,Hot,0.0,4.28,2.4071166229091587,1.2047472913435724,10.248119167874691
Kepler-1453 b,7.610000000000014,2.67,47.16117000000668,0.26199999999999957,0.0,1196.04,5665.0,0.97,0.94,1.6882498,2.8501873000000018,1.0674859000000003,0.39980744,0.005207438900000083,0.26200000000000045,0.26199999999999957,0.26200000000000045,0.26200000000000045,10.553522000000044,459.14416,519.004638671875,Neptunian,G,0.7244359599999992,2.2980727,0.0,0.4510452,0.0,0.0,Hot,0.0,4.48,8.364498981237762,36.16606773633929,26.543101021224842
Kepler-1001 b,10.100000000000023,3.15,14.305120000004536,0.11289999999999978,0.0,928.978,5491.0,0.9,0.88,1.7906282000000002,3.2063491999999982,1.0178886,0.32313925,0.0025283594000000686,0.11289999999999978,0.11289999999999978,0.11289999999999978,0.11289999999999978,41.267876,645.6583,729.6195068359375,Neptunian,G,0.5260172699999988,1.9582303,0.0,0.44669729,0.0,0.0,Hot,0.0,4.52,6.31078592491782,21.463173633063427,18.051443448115283
Kepler-1438 b,0.7789999999999964,0.9399999999999995,2.3194201000005705,0.034600000000000186,0.0,1154.13,5530.0,0.97,0.96,0.9103424699999998,0.8287234000000012,0.88162064,0.9378943,0.00032169915999991083,0.034600000000000186,0.034600000000000186,0.034600000000000186,0.034600000000000186,1108.7862,1469.9808,1660.1123,Terran,G,1.3273945000000005,3.1107404,0.0,0.46860954,0.0,0.0,Hot,0.0,4.46,1.4100736661868336,2.6066101675123843,9.383820971981356
Kepler-1465 b,3.7799999999999727,1.7700000000000005,31.827711000005365,0.19390000000000018,0.0,359.497,4726.0,0.75,0.71,1.4613668999999998,2.1355932000000024,1.2065498,0.68166658,0.003325369499999953,0.19390000000000018,0.19390000000000018,0.19390000000000018,0.19390000000000018,5.927129000000036,397.4759,448.88657,Superterran,K,0.2228435099999988,1.2745702000000003,0.0,0.40457814,0.0,0.0,Hot,0.0,4.62,8.37138121552623,87.01173303184876,34.94502902458178
Kepler-1469 b,8.25,2.8,21.863530000002356,0.14660000000000029,0.0,1159.3,5507.0,0.92,0.89,1.7165164,2.9464285999999973,1.0522958999999998,0.37581997,0.003046547300000091,0.14660000000000029,0.14660000000000029,0.14660000000000029,0.14660000000000029,24.75894100000005,568.24121,639.5366821289062,Neptunian,G,0.5321082600000002,1.9695353,0.0,0.44655199,0.0,0.0,Hot,0.0,4.51,6.901714065239561,27.550784496373016,21.470520150027454
Kepler-1528 b,2.730000000000075,1.46,1.7911102000070969,0.029600000000000293,0.0,817.534,5857.0,1.03,1.03,1.3674293,1.8698630000000023,1.2807281000000001,0.87721102,0.0004097498199999716,0.029600000000000293,0.029600000000000293,0.029600000000000293,0.029600000000000293,984.95543,1427.0982,1611.6832,Terran,G,0.8629785500000002,2.5082092,0.0,0.45306674,0.0,0.0,Hot,0.0,4.43,2.1817232886888513,3.429980965343841,9.958598271324023
Kepler-1550 b,9.380000000000052,3.02,225.58281000000716,0.7680999999999996,0.0,1179.01,5991.0,1.07,1.11,1.7623735,3.1059602999999996,1.0284637,0.34055088,0.015841977000000007,0.7681000000000004,0.7680999999999996,0.7681000000000004,0.7681000000000004,2.229279199999951,311.27255,354.01141357421875,Neptunian,G,1.3152248000000002,3.0964478,0.0,0.45191576,0.0,0.0,Hot,0.0,4.38,12.80133181490905,58.40066276122526,34.85366614253201
Kepler-153 c,6.939999999999998,2.5300000000000002,46.90231999999378,0.2370000000000001,0.0,459.368,5404.0,0.83,0.89,1.6562254999999997,2.7430829999999986,1.0842225,0.42854645999999996,0.00481165029999997,0.2370000000000001,0.2370000000000001,0.2370000000000001,0.2370000000000001,6.37533940000003,404.78605,453.7394714355469,Neptunian,G,0.3580964400000006,1.6157112999999999,0.0,0.52067179,0.0,0.0,Hot,0.0,4.45,9.386147424984467,66.18328850183478,30.45680713140032
Kepler-1551 b,7.560000000000059,2.66,24.497369999997318,0.17720000000000002,0.0,1463.72,6136.0,1.14,1.22,1.6858545,2.8421053,1.0684605999999999,0.40167693000000004,0.00333007959999998,0.1772000000000009,0.17720000000000002,0.17720000000000002,0.17720000000000002,55.8563519999999,696.41457,785.2362060546875,Neptunian,F,1.7538805000000002,3.5757221,0.0,0.44575053,0.0,0.0,Hot,0.0,4.32,5.52070115354502,10.103310915424398,17.856817150059445
Kepler-1479 b,4.009999999999991,1.83,14.532613999996101,0.11730000000000018,0.0,728.668,5796.0,0.99,0.98,1.4802894000000002,2.191256799999998,1.1974081,0.6543213700000001,0.0018703361000000918,0.11730000000000018,0.11730000000000018,0.11730000000000018,0.11730000000000018,101.4855,808.5385,913.11718,Superterran,G,1.3963684,3.1905368,0.0,0.4541241,0.0,0.0,Hot,0.0,4.45,4.168641813466765,8.400361967515176,17.485723536927193
Kepler-1483 b,2.920000000000016,1.5199999999999996,9.508515599998645,0.09579999999999966,0.0,1273.78,6337.0,1.25,1.4,1.3860204,1.921052600000003,1.2638504,0.83148054,0.0012714765999999322,0.09579999999999966,0.09579999999999966,0.09579999999999966,0.09579999999999966,269.94107999999994,1032.5639,1166.1187,Terran,F,2.4774221,4.2497537,0.0,0.44589238,0.0,0.0,Hot,0.0,4.24,3.05633762424259,3.866922798500896,14.261630178749222
Kepler-1526 b,6.480000000000018,2.43,3.908632000006037,0.04180000000000028,0.0,555.574,4601.0,0.73,0.69,1.6329932,2.6666667000000004,1.0973937,0.45160234,0.0008657229099999775,0.04180000000000028,0.04180000000000028,0.04180000000000028,0.04180000000000028,112.36923999999999,829.3953,936.67166,Superterran,K,0.19633603000000033,1.1963651999999998,0.0,0.41658801,0.0,0.0,Hot,0.0,4.62,4.483028099119142,21.29003015900862,15.359518827413583
Kepler-1442 b,14.699999999999932,3.93,81.4162939999951,0.40390000000000015,0.0,608.68,6394.0,1.34,1.44,1.9340264,3.7404580000000003,0.9517704899999999,0.24218079000000015,0.008976973600000049,0.40390000000000015,0.40390000000000015,0.40390000000000015,0.40390000000000015,27.444308999999976,583.05938,659.7987060546875,Neptunian,F,4.477133,5.712994,0.0,0.43085843,0.0,0.0,Hot,0.0,4.25,7.537466650389184,9.021398292165994,18.283347199542817
Kepler-153 b,8.850000000000023,2.92,18.870227000006707,0.12900000000000045,0.0,459.368,5404.0,0.83,0.89,1.7409256000000002,3.0308218999999994,1.0379527,0.35546326000000006,0.002840076400000058,0.12899999999999956,0.12900000000000045,0.12899999999999956,0.12899999999999956,21.518924999999967,548.66196,617.6907958984375,Neptunian,G,0.3580964400000006,1.6157112999999999,0.0,0.52067179,0.0,0.0,Hot,0.0,4.45,7.24742194362808,36.02381526049246,21.83840575048435
Kepler-1494 b,9.639999999999986,3.07,91.08048200000485,0.3982000000000001,0.0,1285.48,5659.0,0.96,0.94,1.7720229000000003,3.140065100000001,1.0228225000000002,0.3331669500000001,0.008593203700000052,0.3982000000000001,0.3982000000000001,0.3982000000000001,0.3982000000000001,7.564800699999978,422.47312,476.91064453125,Neptunian,G,1.1994993000000003,2.9570847,0.0,0.45122743,0.0,0.0,Hot,0.0,4.48,9.5544739177805,33.19718485871563,27.12234290879849
Kepler-1566 b,0.41800000000000637,0.79,0.5399152400059393,0.012100000000000222,0.0,466.586,5254.0,0.84,0.81,0.7274021699999995,0.5291139200000003,0.6697644600000001,0.84780311,9.591126500008151e-05,0.012100000000000222,0.012100000000000222,0.012100000000000222,0.012100000000000222,2497.0616,1800.7649,2033.681,Subterran,K,0.3655947899999994,1.6325397,0.0,0.44152729,0.0,0.0,Hot,0.0,4.56,0.9197424388865028,3.3096751734345666,6.82852590258199
Kepler-186 b,1.2399999999999523,1.0700000000000003,3.88679069999489,0.0343,0.0,177.59399999999994,3788.0,0.4799999999999999,0.47,1.0765121999999998,1.1588785000000001,1.0830640000000002,1.0122094,0.00047076718999994327,0.0343,0.0343,0.0343,0.0343,35.027710999999954,619.73018,699.88786,Terran,M,0.04120975200000121,0.5481050000000001,0.0,0.3528975,0.0,0.0,Hot,0.0,4.77,3.9551682301953743,83.23272607900914,25.282696472113297
Kepler-188 c,10.300000000000011,3.19,5.996553000004496,0.06599999999999984,0.0,968.544,6021.0,0.98,1.14,1.7968974,3.2288400999999993,1.0121756,0.31729642,0.0014461041000000119,0.06599999999999984,0.06599999999999984,0.06599999999999984,0.06599999999999984,248.26307000000008,1011.1783,1142.4981689453125,Neptunian,F,1.0814339999999998,2.8077844,0.0,0.47629007,0.0,0.0,Hot,0.0,4.35,4.044289470110203,6.103007673145087,11.16402322075023
KMT-2021-BLG-1770L b,6674.3966,12.1,1952.2316684816033,0.9000000000000004,0.052111126482486725,6920.0,10065.088813744864,0.13,0.8138183288483748,23.48623,551.60302,45.587027,3.7675228999999995,0.3345933499999999,0.9000000000000004,0.9000000000000004,0.9000000000000004,0.9000000000000004,425.10379451299366,636.4949772571638,749.6356213940229,Jovian,Unknown,20.27272147307207,6.805046037993394,1.007492908352943e+25,0.23370369,0.0,0.0,Unknown,0.0,4.8486323518780985,80.5633578949139,4.208117727552866,29.491081603166347
TOI-2145 b,1671.7774,11.982,10.26075000000128,0.11080000000000023,0.208,224.731,6177.0,1.72,2.75,11.812031000000001,139.52407,11.644473000000001,0.97183047,0.008694945400000043,0.11319682999999969,0.0877536000000001,0.13384640000000037,0.11140788999999973,827.03601,1354.8516,1535.473388671875,Jovian,F,9.9311605,8.5087108,0.0,0.4727299,0.0,0.0,Hot,0.0,3.79,19.781387436660275,0.8836187875525745,11.069000370436076
Kepler-603 c,34.5,6.5,127.90757999999914,0.5000999999999998,0.0,1539.63,5808.0,1.01,1.01,2.3038429,5.307692299999999,0.8165680499999999,0.12562585000000004,0.016230852999999934,0.5000999999999998,0.5000999999999998,0.5000999999999998,0.5000999999999998,9.860212899999965,451.41011,512.6449584960938,Neptunian,G,2.4660393000000003,4.2399796,0.0,0.45892904,0.0,0.0,Hot,0.0,4.43,11.556082545943925,20.279482163970368,18.863520092815186
GJ 463 b,1144.1823,13.0,3448.0,3.53,0.09,18.35540000000003,3540.0,0.49,0.49,9.3815788,88.014021,6.7703093,0.52079302,0.42628599,3.5442965,3.2123,3.8477,3.5335837,0.002416666099975373,56.39518399999997,170.42340087890625,Jovian,M,0.029991625000000077,0.4675884400000001,0.0,0.36370546,0.0,0.0,Cold,0.0,4.86,100.0,100.0,30.830427799900146
TOI-206 b,2.240000000000009,1.2999999999999998,0.7363103999960003,0.011199999999999655,0.012120439670979977,47.74649999999997,3383.0,0.35,0.3500000000000001,1.3126601999999998,1.7230769000000024,1.3254438,1.0195721,0.0002079999699999835,0.011199999999999655,0.011199999999999655,0.011200000000000543,0.011200000000000543,116.29578000000004,836.54768,944.74915,Terran,M,0.014588143000000109,0.32610974000000015,0.0,0.32511759,0.0,0.0,Hot,0.0,4.89,3.57281289203292,75.84413640368483,18.901056294998213
HD 100546 b,2701.5415,77.342,10658.289514052929,53.0,0.0057983738370239735,109.67700000000002,10500.0,2.4,1.85,5.9101448,34.929811,0.45162798000000004,0.005839362599999953,5.5147765,53.0,53.0,53.0,53.0,0.01125766300003761,82.97777299999996,170.42340087890625,Jovian,B,31.622777,15.183215999999998,0.0,0.20416774,0.0,0.0,Cold,0.0,4.33,89.1750494452258,100.0,7.07934693859527
HD 3167 b,4.96999999999997,1.67,0.9596409999940079,0.01796000000000042,0.0,47.28989999999999,5261.0,0.84,0.88,1.7251226000000002,2.9760478999999975,1.7820646,1.0671046,0.0003249256099999709,0.01796000000000042,0.01796000000000042,0.01796000000000042,0.01796000000000042,1664.8969,1627.221,1837.6904,Superterran,K,0.5370318000000012,1.9786262,0.0,0.47533563,0.0,0.0,Hot,0.0,4.53,2.413915609972792,3.344308474842715,9.11832448384775
GJ 3090 b,3.339999999999918,2.1299999999999994,2.8531054000050062,0.031649999999999956,0.32000000000000006,22.475099999999998,3556.0,0.52,0.52,1.2522281,1.5680751000000015,0.7361854999999999,0.345627,0.0004001740399999232,0.03327047999999966,0.02152200000000004,0.04177799999999987,0.03206942799999979,47.94144800000015,656.98295,741.95901,Superterran,M,0.045498806000000336,0.5759221299999999,0.0,0.37098149,0.0,0.0,Hot,0.0,4.73,4.339882757520142,47.30234019767422,17.785703814457932
Kepler-187 c,7.610000000000014,2.67,10.640262999993865,0.0990000000000002,0.0,1143.0,6105.0,1.11,1.29,1.6882498,2.8501873000000018,1.0674859000000003,0.39980744,0.0018812261000000774,0.0990000000000002,0.0990000000000002,0.0990000000000002,0.0990000000000002,317.48968,1075.3061,1212.005126953125,Neptunian,F,3.1117162999999994,4.7628156,0.0,0.46105881,0.0,0.0,Hot,0.0,4.27,3.5818443956107706,3.181523971192368,11.178778376041928
Kepler-188 b,3.4599999999999795,1.6799999999999997,2.0618970000068657,0.03200000000000003,0.0,968.544,6021.0,0.98,1.14,1.4351041000000002,2.059523800000001,1.2259070000000003,0.72970657,0.0004873996700001104,0.03200000000000003,0.03200000000000003,0.03200000000000003,0.03200000000000003,1056.0878,1452.1943,1640.0252,Superterran,F,1.0814339999999998,2.8077844,0.0,0.47629007,0.0,0.0,Hot,0.0,4.35,2.2501286478490004,2.9590340233430825,9.30067619165926
Kepler-190 b,3.0500000000000114,1.5600000000000005,2.01999899999646,0.03000000000000025,0.0,433.387,5106.0,0.86,0.8,1.398259,1.9551281999999972,1.2532873000000002,0.8033893,0.0004576220800001085,0.03000000000000025,0.03000000000000025,0.03000000000000025,0.03000000000000025,402.49222,1141.009,1288.5904,Terran,K,0.3622430000000012,1.6250389,0.0,0.42346236,0.0,0.0,Hot,0.0,4.56,2.7902762141151625,8.281733532463056,12.627601042868097
Kepler-653 b,4.459999999999923,1.9499999999999997,14.70749000000069,0.11969999999999992,0.0,595.634,5665.0,1.02,1.19,1.5123424,2.2871795000000006,1.1729126,0.60149362,0.0019579021000000196,0.11969999999999992,0.11969999999999992,0.11969999999999992,0.11969999999999992,91.793451,788.5017,890.48877,Superterran,G,1.3152248000000002,3.0964478,0.0,0.50668166,0.0,0.0,Hot,0.0,4.29,4.367130263914342,9.101105757738138,17.55061944245532
Kepler-67 b,8.960000000000036,2.94,15.725900000004913,0.11709999999999976,0.0,1131.19,5331.0,0.86,0.78,1.7457431,3.0476189999999974,1.0366051,0.35258677000000005,0.0025582637999999047,0.11709999999999976,0.11709999999999976,0.11709999999999976,0.11709999999999976,30.682180000000017,599.54428,673.88330078125,Neptunian,G,0.42072663000000077,1.751313,0.0,0.34019217,0.0,0.0,Hot,0.0,4.59,6.66147043636489,27.83279964950152,20.032358523209677
Kepler-728 b,11.100000000000023,3.34,5.743477299998631,0.0625,0.0,1765.23,5660.0,0.95,0.93,1.8230067,3.323353300000001,0.9950159599999999,0.29790896999999994,0.001418616700000097,0.0625,0.0625,0.0625,0.06249999999999911,431.75757,1161.2071,1313.7752685546875,Neptunian,G,1.686553,3.5064186,0.0,0.44435674,0.0,0.0,Hot,0.0,4.49,3.568138041936799,3.7057833344104814,9.356985402467268
Kepler-201 b,6.6200000000000045,2.46,25.672082999997656,0.17499999999999982,0.0,636.445,6065.0,1.18,1.23,1.6404440999999998,2.6910568999999995,1.0939256,0.44468518999999995,0.003110393200000061,0.17499999999999982,0.17499999999999982,0.17499999999999982,0.17499999999999982,72.76522899999998,744.01328,840.24608,Superterran,F,2.2284351000000004,4.0305449,0.0,0.43078396,0.0,0.0,Hot,0.0,4.29,5.020296945118064,7.853044497459216,17.146138253775632
Kepler-1534 b,4.230000000000018,1.8899999999999997,5.716688700005761,0.05989999999999984,0.0,1107.0,5442.0,0.9,0.86,1.4960265000000001,2.2380951999999965,1.1841774000000003,0.62654888,0.0010036400999999806,0.05989999999999984,0.05989999999999984,0.05989999999999984,0.05989999999999984,162.98451999999997,910.19888,1027.9266,Superterran,G,0.5847900800000003,2.0647324,0.0,0.44493002,0.0,0.0,Hot,0.0,4.52,3.7424124307263633,10.242991809984158,15.215072649562666
Kepler-1540 b,6.759999999999991,2.49,125.41311999999743,0.44259999999999966,0.0,244.96000000000004,4540.0,0.74,0.69,1.6476831,2.7148594000000017,1.0903049999999999,0.43787349,0.009254827299999935,0.44259999999999966,0.44259999999999966,0.44260000000000055,0.44259999999999966,0.7762063300000364,239.10793999999999,270.03485,Superterran,K,0.15205475000000046,1.0528434,0.0,0.37720812,1.0,1.0,Warm,2.0,4.63,15.690194802633808,100.0,41.6631809035984
Kepler-1542 b,0.3629999999999427,0.7599999999999998,3.9511688000056893,0.047900000000000276,0.0,399.114,5564.0,0.94,0.99,0.6911089500000003,0.4776315800000006,0.6284625999999998,0.82692448,0.0003489102200000538,0.047900000000000276,0.047900000000000276,0.047900000000000276,0.047900000000000276,512.06958,1211.8028,1368.5408,Subterran,G,1.1748975999999995,2.9266027,0.0,0.50071321,0.0,0.0,Hot,0.0,4.41,1.298563623386311,4.076951046627408,10.747603791199435
Kepler-1542 e,0.3629999999999427,0.7599999999999998,5.101157600001898,0.056700000000000195,0.0,399.114,5564.0,0.94,0.99,0.6911089500000003,0.4776315800000006,0.6284625999999998,0.82692448,0.00041301062999998805,0.056700000000000195,0.056700000000000195,0.056700000000000195,0.056700000000000195,365.45498,1113.8025,1257.8649,Subterran,G,1.1748975999999995,2.9266027,0.0,0.50071321,0.0,0.0,Hot,0.0,4.41,1.4128204865244278,4.8259524915192795,11.835983079251031
Kepler-1543 b,7.800000000000011,2.71,6.967102700000396,0.08669999999999956,0.0,921.784,6561.0,1.39,1.65,1.6965343,2.8782288000000023,1.062077,0.3919103500000001,0.001541100400000106,0.08670000000000044,0.08669999999999956,0.08670000000000044,0.08670000000000044,408.28348,1145.0914,1297.1483154296875,Neptunian,F,3.0690220000000004,4.7300286,0.0,0.44470157,0.0,0.0,Hot,0.0,4.14,3.363159570525645,2.825004187001577,10.290494086050044
Kepler-1553 b,1.6000000000000227,1.1500000000000004,4.242618799995398,0.04809999999999981,0.0,692.594,5288.0,0.85,0.81,1.1795356,1.3913043000000016,1.2098299,1.052026,0.0005940605000001042,0.04809999999999981,0.04809999999999981,0.04809999999999981,0.04809999999999981,198.47684000000004,956.15251,1079.824,Terran,K,0.4591980099999988,1.8296321000000002,0.0,0.4365331,0.0,0.0,Hot,0.0,4.56,2.8088758379672454,10.474784069730601,16.346240268512386
Kepler-1585 b,3.8600000000000136,1.79,3.582746300002327,0.044500000000000206,0.0,944.465,5538.0,0.94,0.91,1.468477,2.156424600000001,1.2047065,0.6730203700000001,0.000712795709999936,0.044500000000000206,0.044500000000000206,0.044500000000000206,0.044500000000000206,185.90025000000003,940.6319,1062.2959,Superterran,G,0.368128969999999,1.6381881,0.0,0.44807189,0.0,0.0,Hot,0.0,4.5,3.5546439690539278,12.088154865942858,14.963089497109841
Kepler-1586 b,2.920000000000016,1.5199999999999996,15.604921000005561,0.12659999999999982,0.0,552.55,6681.0,1.45,1.75,1.3860204,1.921052600000003,1.2638504,0.83148054,0.0015991550000000743,0.12659999999999982,0.12659999999999982,0.12659999999999982,0.12659999999999982,95.08950500000003,795.48658,898.37709,Terran,F,1.5240527999999998,3.3332184,0.0,0.44233943,0.0,0.0,Hot,0.0,4.12,3.96721209480404,8.306798819568446,18.943282511264396
Kepler-732 b,5.389999999999986,2.18,9.467814000003273,0.06909999999999972,0.0,174.82600000000002,3631.0,0.49,0.45999999999999996,1.5724112,2.472477099999999,1.1341638,0.52025862,0.0015371899000000688,0.06909999999999972,0.06909999999999972,0.06909999999999972,0.06909999999999972,8.831691800000044,439.14777,495.9484,Superterran,M,0.04216964999999906,0.5544517600000001,0.0,0.36197184,0.0,0.0,Hot,0.0,4.79,8.152749531431668,100.0,29.77934402298019
Kepler-203 b,7.1299999999999955,2.57,3.1626970000070287,0.04300000000000015,0.0,703.302,5821.0,1.0,1.11,1.6656287,2.7743190999999996,1.0795016,0.42003952999999994,0.0008278472600000697,0.04300000000000015,0.04300000000000015,0.04300000000000015,0.04300000000000015,671.5264,1296.7775,1461.02783203125,Neptunian,G,1.2416523000000002,3.0085952,0.0,0.31870326,0.0,0.0,Hot,0.0,4.36,2.9315288420048513,3.463127318332205,9.151625438825665
Kepler-207 c,2.8600000000000136,1.5,3.0715709999931278,0.043999999999999595,0.0,875.519,5920.0,1.04,1.59,1.380821,1.9066667000000024,1.2711110999999997,0.84740741,0.0006166169899999296,0.043999999999999595,0.043999999999999595,0.043999999999999595,0.043999999999999595,1766.4227,1651.4802,1865.0874,Terran,G,3.4197944,4.9930253,0.0,0.45982434,0.0,0.0,Hot,0.0,4.13,1.9037620282183947,1.2866270557083666,8.289468447367282
Kepler-1570 b,1.2399999999999523,1.0700000000000003,26.548955000005662,0.1783999999999999,0.0,918.995,5550.0,0.92,0.89,1.0765121999999998,1.1588785000000001,1.0830640000000002,1.0122094,0.00197117290000004,0.1783999999999999,0.1783999999999999,0.1783999999999999,0.1783999999999999,81.50988900000004,765.42437,864.42655,Terran,G,2.5941794,4.3487432,0.0,0.44141131,0.0,0.0,Hot,0.0,4.5,3.2023243947926265,6.876933800337783,20.39342028027856
Kepler-1575 b,2.269999999999982,1.3100000000000005,2.5531421000050614,0.036599999999999966,0.0,1246.92,5667.0,0.95,0.92,1.3163679,1.7328243999999984,1.3227666999999999,1.0097456,0.0004894410800000415,0.036599999999999966,0.036599999999999966,0.036599999999999966,0.036599999999999966,685.54794,1303.4944,1472.0921,Terran,G,0.9183326000000003,2.5874011,0.0,0.44615803,0.0,0.0,Hot,0.0,4.49,2.299411856480602,3.9854841263394065,11.473809951384574
Kepler-1522 b,3.6399999999999864,1.73,1.8478891999984626,0.02880000000000038,0.0,814.125,5706.0,0.96,0.93,1.4505331,2.104046199999999,1.2162116999999997,0.70301254,0.00044921520999996467,0.02880000000000038,0.02880000000000038,0.02880000000000038,0.02880000000000038,1490.0987,1582.7177,1787.431,Superterran,G,1.2359473999999997,3.0016757,0.0,0.44256138,0.0,0.0,Hot,0.0,4.49,2.086761534930779,2.330196252688455,8.310463090952792
Kepler-1525 b,0.6929999999999836,0.9100000000000001,2.416601200005971,0.03599999999999959,0.0,382.989,5748.0,1.07,1.04,0.87266171,0.761538459999997,0.8368554499999998,0.91962138,0.00031155704000007667,0.03599999999999959,0.03599999999999959,0.03599999999999959,0.03599999999999959,752.30682,1334.1309,1506.6913,Terran,G,0.9749896400000004,2.6660222,0.0,0.43490488,0.0,0.0,Hot,0.0,4.44,1.4893477212523325,3.6923469258606247,10.377689640809313
Kepler-1546 b,9.95999999999998,3.13,19.5974969999952,0.1365999999999996,0.0,931.956,5623.0,0.95,0.93,1.7838466,3.1821085999999994,1.0166481000000003,0.32480770999999997,0.002990527899999984,0.1365999999999996,0.1365999999999996,0.1365999999999996,0.1365999999999996,39.72817399999997,639.54979,720.8077392578125,Neptunian,G,0.7413102399999998,2.3246831,0.0,0.43774702,0.0,0.0,Hot,0.0,4.48,6.363741486750412,18.426833008539,18.29768800553162
Kepler-1547 b,0.6659999999999968,0.9000000000000004,0.6929796799959149,0.016499999999999737,0.0,674.695,6078.0,1.12,1.18,0.8602325300000002,0.740000000000002,0.82222222,0.91358025,0.00013878885999996093,0.016499999999999737,0.016499999999999737,0.016499999999999737,0.016499999999999737,6123.9567,2253.5009,2544.9752,Terran,F,1.6672472000000003,3.486292,0.0,0.45533475,0.0,0.0,Hot,0.0,4.34,0.8691740908572652,0.9896552832717148,5.463995072703427
Kepler-1555 b,3.220000000000084,1.6100000000000003,8.105016300003626,0.0804999999999998,0.0,2013.27,5866.0,1.04,1.06,1.4142136,2.0,1.2422360000000001,0.77157517,0.0011736050999999748,0.0804999999999998,0.0804999999999998,0.0804999999999998,0.0804999999999998,377.92728,1123.1862,1268.4623,Superterran,G,2.4490631999999994,4.2253605,0.0,0.46342863,0.0,0.0,Hot,0.0,4.4,2.866895813255828,3.2869711161394206,12.722346490816575
Kepler-221 c,15.100000000000023,2.9300000000000006,5.6905859999969834,0.05900000000000016,0.0,385.231,5243.0,0.82,0.82,2.2701506,5.153583600000001,1.7589023,0.60030794,0.0015584454999999497,0.05900000000000016,0.05900000000000016,0.05900000000000016,0.05900000000000016,113.31723999999997,831.13908,935.2139282226562,Neptunian,K,0.3944573000000009,1.6957576,0.0,0.43133578,0.0,0.0,Hot,0.0,4.54,6.241919563131134,14.957258998629264,16.991733140802044
Kepler-605 b,2.670000000000016,1.4399999999999995,3.3835380999953486,0.041999999999999815,0.0,556.58,5462.0,0.91,0.88,1.3616779,1.8541667000000004,1.2876157,0.8941776,0.0006014384099999326,0.041999999999999815,0.041999999999999815,0.041999999999999815,0.041999999999999815,320.25906,1077.6434,1217.0289,Terran,G,0.5649369700000006,2.0293818,0.0,0.44492815,0.0,0.0,Hot,0.0,4.52,2.877053664989268,7.434457688262067,13.849063333519313
Kepler-160 c,13.60000000000008,3.76,13.699429000000237,0.1192000000000002,0.0,937.013,5471.0,0.97,1.12,1.9018468,3.617021300000001,0.9619737399999999,0.2558440799999999,0.0028750842000000443,0.1192000000000002,0.1192000000000002,0.1192000000000002,0.1192000000000002,71.03092800000002,739.53985,837.0813598632812,Neptunian,G,1.0092529000000008,2.7124626,0.0,0.38297352,0.0,0.0,Hot,0.0,4.47,5.842279418094734,11.810716620185099,14.633777744695454
Kepler-1601 b,0.47699999999997544,0.8200000000000003,2.209219500000472,0.03359999999999985,0.0,644.456,5869.0,1.04,1.07,0.7626974,0.5817073200000067,0.7093991700000002,0.86512094,0.00025919077000002844,0.03359999999999985,0.03359999999999985,0.03359999999999985,0.03359999999999985,1077.2623,1459.4193,1648.1847,Terran,G,1.2161860000000004,2.9775822,0.0,0.46164407,0.0,0.0,Hot,0.0,4.4,1.189928462334522,2.7627353052904606,8.933433242635699
Kepler-1603 b,2.2099999999999795,1.29,2.2716393000009703,0.03509999999999991,0.0,2712.58,6241.0,1.21,1.31,1.3088844000000006,1.7131783000000027,1.3280452,1.0294924,0.0004291686599999789,0.03509999999999991,0.03509999999999991,0.03509999999999991,0.03509999999999991,4124.6373,2041.4848,2305.5363,Terran,F,5.0815944,6.0864459,0.0,0.45310078,0.0,0.0,Hot,0.0,4.28,1.459835068681046,0.690728091167605,6.712722427864026
Kepler-249 d,3.089999999999975,1.5700000000000003,15.368459000004805,0.09700000000000042,0.0,190.40099999999995,3568.0,0.51,0.48,1.4029087000000002,1.9681528999999998,1.2536006,0.79847169,0.00176883129999994,0.09700000000000042,0.09700000000000042,0.09700000000000042,0.09700000000000042,3.399824800000033,345.91058,390.65164,Terran,M,0.03198895099999888,0.48290729,0.0,0.34493821,0.0,0.0,Hot,0.0,4.78,9.234517777234252,100.0,40.86499784407769
