P_NAME,P_MASS,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,S_LOG_G,Atmospheric_Retention,Long_Term_Stability,ESI
K2-138 g,4.319999999999936,3.013,41.96796999999788,0.23109000000000002,0.059,202.58500000000004,5356.3,0.94,0.86,1.1974084,1.4337869000000012,0.4758668799999999,0.15793789999999996,0.0036163849999999442,0.23149220999999987,0.21745569000000042,0.2447243099999996,0.23119067000000015,9.687124999999924,449.12224,505.5447998046875,Neptunian,G,0.51641637,1.9402771,0.0,0.41603237,0.0,0.0,Hot,0.0,4.54,6.090558487829632,42.108597370761125,20.063595744703054
TOI-4010 b,11.0,3.02,1.3483350000024075,0.02289999999999992,0.03,177.50400000000002,4960.0,0.88,0.83,1.9085031,3.642384100000001,1.2060874999999998,0.39936671,0.0005156588399999329,0.02291030499999991,0.022212999999999816,0.023587000000000025,0.02290257699999998,759.49436,1337.0804,1510.1279296875,Neptunian,K,0.3981071700000012,1.7035848000000002,0.0,0.46338364,0.0,0.0,Hot,0.0,4.54,3.2497772562987794,5.57965333806971,8.726582746314465
HD 66141 b,1906.9,12.8,480.5,1.2000000000000002,0.07,68.15089999999998,4323.0,1.1,21.4,12.205596,148.97656,11.638794,0.90928078,0.1340997100000001,1.20294,1.1160000000000005,1.2839999999999998,1.2007361999999997,120.97736999999995,844.06504,954.2256469726562,Jovian,K,173.78008,35.592932,0.0,0.50878201,0.0,0.0,Hot,0.0,1.7800000000000002,32.891400881214906,0.6421909806923787,18.4069052000191
HD 95127 b,3378.5329,12.4,482.0,1.2800000000000002,0.11,676.579,4218.0,3.7,41.01,16.506433,272.46233,21.972769,1.7719975,0.1105505,1.287744,1.1391999999999989,1.4207999999999998,1.2819437000000002,117.01016000000004,835.92099,944.0812377929688,Jovian,K,190.54607,37.270375,0.0,0.73511034,0.0,0.0,Hot,0.0,1.7800000000000002,44.95917483520564,0.5978606643527207,20.98026666540687
OGLE-TR-56 b,441.77,15.278,1.2119188999931794,0.02383000000000024,0.67,282.83914,6050.0,1.17,1.74,5.3773073,28.915434,1.8926191,0.12387872,0.0005685386800000636,0.02917864399999992,0.007863900000000257,0.03979610000000022,0.025420771000000286,5310.5159,1954.3635,2180.3681640625,Jovian,F,2.2387210999999994,4.0398363,0.0,0.45269636,0.0,0.0,Hot,0.0,4.09,6.341755422996109,0.3512675160831816,3.9155828598093536
TOI-628 b,2011.8639,11.882,3.409567499998957,0.04860000000000042,0.072,178.67999999999995,6250.0,1.31,1.34,13.012314,169.32031,14.250152,1.1993059,0.005204894500000057,0.048725970999999646,0.04510080000000016,0.05209919999999979,0.048631547000000275,1051.6133,1449.2412,1642.97998046875,Jovian,F,2.4774221,4.2497537,0.0,0.40786546,0.0,0.0,Hot,0.0,4.3,20.365577425023545,1.820472982783208,10.627805901973955
HD 110082 b,10.300000000000011,3.2,10.182709999993676,0.11300000000000043,0.2,105.096,6200.0,1.21,1.19,1.7940875,3.21875,1.0058594000000003,0.31433105000000006,0.0018463086000000128,0.11526000000000014,0.09039999999999981,0.13560000000000016,0.11357255999999971,152.65376000000003,888.6137,1003.3170776367188,Neptunian,F,1.9098533,3.7313309,0.0,0.30255892,0.0,0.0,Hot,0.0,4.2,4.598115550877992,4.733347844046469,12.839641571170565
HD 69830 c,11.800000000000011,3.46,31.55999999999767,0.18599999999999994,0.13,12.559100000000058,5385.0,0.86,0.89,1.8467281,3.4104045999999997,0.9856660800000001,0.2848745899999999,0.003875061800000079,0.18757170000000034,0.16181999999999963,0.21018000000000026,0.18639512000000025,17.566096000000016,519.85526,584.5152587890625,Neptunian,K,0.6025595900000003,2.0958672,0.0,0.47051557,0.0,0.0,Hot,0.0,4.49,8.124218022704694,26.855435161192915,21.54748758896434
HD 69830 d,18.100000000000023,4.45,197.0,0.629999999999999,0.07,12.559100000000058,5385.0,0.86,0.89,2.0167835,4.067415699999998,0.9140260100000002,0.20539910000000006,0.01618087899999998,0.6315435000000003,0.5858999999999996,0.6741000000000001,0.6303865000000002,1.5218979999999647,282.68077,320.4986267089844,Neptunian,K,0.6025595900000003,2.0958672,0.0,0.47051557,1.0,0.0,Warm,0.0,4.49,16.181082482436537,97.23519627328457,32.258322624743194
Kepler-117 b,29.875,8.059,18.795922999997856,0.14449999999999985,0.0493,1455.57,6150.0,1.13,1.61,1.9253664000000001,3.707035600000001,0.45998705000000006,0.057077435000000065,0.004093609499999928,0.14467560000000024,0.1373761499999997,0.15162385,0.14454394000000104,165.49799000000007,913.27122,1028.4681396484375,Neptunian,F,3.4514373999999997,5.016072,0.0,0.49199833,0.0,0.0,Hot,0.0,4.1,4.813899410749815,3.980259065396923,7.260220675414285
Kepler-1061 b,4.579999999999984,1.98,2.7579827000008663,0.03840000000000021,0.0,543.375,6067.0,1.09,1.07,1.5208982,2.313131300000002,1.1682481,0.59002431,0.0006198160199999414,0.03840000000000021,0.03840000000000021,0.03840000000000021,0.03840000000000021,830.49601,1367.5213,1544.4004,Superterran,F,1.2246161999999998,2.9878842,0.0,0.41792912,0.0,0.0,Hot,0.0,4.42,2.5322973794323578,3.1356763041351416,9.432158442569875
Kepler-1062 b,3.75,1.7599999999999998,9.304120800006785,0.07479999999999976,0.0,397.455,4597.0,0.75,0.7,1.4596855,2.130681799999998,1.2106146999999998,0.68784924,0.0012794113000000884,0.07479999999999976,0.07479999999999976,0.07479999999999976,0.07479999999999976,37.17036299999995,628.99749,710.35382,Superterran,K,0.20796966999999889,1.2312997,0.0,0.37737484,0.0,0.0,Hot,0.0,4.62,5.2839541286622485,35.96678304100793,22.934372198114247
Kepler-1087 b,0.16499999999996362,0.6100000000000003,0.6938428499997826,0.014800000000000146,0.0,362.623,5589.0,0.96,0.94,0.5200882600000001,0.27049180000000206,0.4434291899999998,0.72693309,8.230973500000793e-05,0.014800000000000146,0.014800000000000146,0.014800000000001035,0.014800000000000146,3651.5443,1980.2447,2236.3752,Subterran,G,0.799834259999999,2.4147032,0.0,0.43586632,0.0,0.0,Hot,0.0,4.48,0.5980077991513104,1.8503833531712137,5.424623551058726
Kepler-110 b,4.009999999999991,1.83,12.69111200000043,0.1070000000000002,0.0,586.531,5960.0,1.07,1.15,1.4802894000000002,2.191256799999998,1.1974081,0.6543213700000001,0.00166247790000007,0.1070000000000002,0.1070000000000002,0.1070000000000002,0.1070000000000002,164.90448000000004,912.86766,1030.9406,Superterran,G,1.8879912999999995,3.7099133,0.0,0.46961002,0.0,0.0,Hot,0.0,4.33,3.692218986373083,5.6673989970186955,15.345852000747154
HIP 14810 c,416.3573,13.6,147.74700000000303,0.5490000000000004,0.1566,50.48000000000002,5544.0,1.01,1.07,5.5330378,30.614507,2.2510667,0.16551961000000004,0.034469854999999994,0.5557317199999989,0.46302660000000007,0.6349733999999998,0.55069663,3.282818900000052,341.30567,381.281005859375,Jovian,G,0.9772372200000001,2.6690934,0.0,0.48165282,0.0,0.0,Hot,0.0,4.22,37.31581502111811,47.38118754830074,26.575812054247656
Kepler-1129 b,9.060000000000002,2.9599999999999995,24.33977999999479,0.16439999999999966,0.0,1183.88,5831.0,1.0,1.0,1.7495173,3.0608107999999987,1.0340577,0.3493438200000001,0.0034281760999999022,0.16439999999999966,0.16439999999999966,0.16439999999999966,0.16439999999999966,34.76933399999996,618.58417,696.7882080078125,Neptunian,G,0.9397233099999989,2.6173618,0.0,0.45201957,0.0,0.0,Hot,0.0,4.44,6.456422080234359,17.49451123011941,19.332765993562067
Kepler-117 c,584.78,12.341,50.79039100000227,0.2804000000000002,0.0323,1455.57,6150.0,1.13,1.61,6.8836864,47.385139,3.8396515,0.31112969,0.021790908999999914,0.2805462700000003,0.2713430800000003,0.2894569200000001,0.28043657999999994,43.920840999999996,655.66557,740.7018432617188,Jovian,F,3.4514373999999997,5.016072,0.0,0.49199833,0.0,0.0,Hot,0.0,4.1,23.897480540574094,7.861741313923301,17.812486661753184
Kepler-1396 b,4.939999999999998,2.07,18.220642000000225,0.14060000000000006,0.0,1066.46,6195.0,1.18,1.27,1.5448215000000003,2.3864734,1.1528856999999997,0.55694962,0.002266655699999953,0.14060000000000006,0.14060000000000006,0.14060000000000006,0.14060000000000006,80.91506000000004,764.02408,862.84515,Superterran,F,1.599558,3.4147881,0.0,0.44744634,0.0,0.0,Hot,0.0,4.3,4.603836670875584,8.789928217670134,17.76387067037519
Kepler-1200 b,1.1999999999999886,1.0600000000000005,1.1185496999969473,0.018799999999999706,0.0,588.715,4612.0,0.74,0.7,1.0639903999999998,1.1320754999999991,1.0679957,1.0075431,0.00022093249999999287,0.018799999999999706,0.018799999999999706,0.018799999999999706,0.018799999999999706,579.00765,1249.5993,1411.2261,Terran,K,0.2046444600000008,1.2214163999999998,0.0,0.38901818,0.0,0.0,Hot,0.0,4.63,1.9387221610241714,9.186664520505285,11.837897079268329
Kepler-1343 b,4.3799999999999955,1.9299999999999993,3.35183159999724,0.04490000000000016,0.0,1756.71,5759.0,0.95,0.93,1.5064628,2.269430100000001,1.1758705000000003,0.60925932,0.0007475067000000113,0.04490000000000016,0.04490000000000016,0.04490000000000016,0.04490000000000016,777.15441,1345.0132,1518.981,Superterran,G,1.5667511000000003,3.379588,0.0,0.44270377,0.0,0.0,Hot,0.0,4.48,2.550236958667874,2.8658029983192708,9.70161569881959
Kepler-1210 b,3.5299999999999727,1.7000000000000002,8.071240699995542,0.07530000000000037,0.0,1176.53,5568.0,0.94,0.92,1.4409964,2.0764706000000004,1.2214533000000003,0.71850193,0.00117074550000007,0.07530000000000037,0.07530000000000037,0.07530000000000037,0.07530000000000037,125.144,852.02477,962.22809,Superterran,G,0.7095777700000001,2.2743839,0.0,0.46020749,0.0,0.0,Hot,0.0,4.49,3.850874187517967,10.611944621658646,16.950156256201232
Kepler-1399 b,2.1000000000000796,1.25,1.638653100002557,0.027599999999999625,0.0,1385.7,5735.0,0.97,0.96,1.2961481,1.6799999999999997,1.3440000000000003,1.0752,0.0003571441300000977,0.027599999999999625,0.027599999999999625,0.027599999999999625,0.027599999999999625,1343.3273,1542.2159,1741.6905,Terran,G,1.0232929999999998,2.7312645,0.0,0.45278878,0.0,0.0,Hot,0.0,4.47,1.9136306118353732,2.6971747094917715,9.551601899585497
Kepler-1388 c,5.730000000000018,2.26,5.536081500002183,0.051899999999999835,0.0,453.795,4098.0,0.63,0.61,1.5922934,2.535398200000003,1.1218576000000002,0.49639718,0.0010836540000001005,0.051899999999999835,0.051899999999999835,0.051899999999999835,0.051899999999999835,29.017854000000057,591.24303,667.71609,Superterran,K,0.07816278000000132,0.7548553999999998,0.0,0.39360107,0.0,0.0,Hot,0.0,4.67,6.132050439067813,66.39989007555637,22.294243634644417
Kepler-110 c,5.519999999999982,2.21,31.71977500000503,0.1980000000000004,0.0,586.531,5960.0,1.07,1.15,1.5804232000000003,2.4977376000000007,1.130198,0.51140181,0.0034221749000000745,0.1980000000000004,0.1980000000000004,0.1980000000000004,0.19800000000000129,48.158131000000026,671.0689,757.86688,Superterran,G,1.8879912999999995,3.7099133,0.0,0.46961002,0.0,0.0,Hot,0.0,4.33,5.362347238908992,10.487336461772914,19.824857538790496
Kepler-1167 b,3.569999999999993,1.71,1.003933700005291,0.01750000000000007,0.0,820.905,4971.0,0.79,0.7499999999999999,1.4448942000000002,2.0877192999999963,1.2208885,0.71396987,0.00028940343000005697,0.01750000000000007,0.01750000000000007,0.01750000000000007,0.01750000000000007,950.43824,1414.4275,1597.3736,Superterran,K,0.29107170999999976,1.4566787000000003,0.0,0.42121631,0.0,0.0,Hot,0.0,4.6,2.325969471745013,6.012264125565514,9.54106492162249
Kepler-1293 b,0.8709999999999809,0.9699999999999998,5.576547799995751,0.06590000000000007,0.0,1028.16,6241.0,1.18,1.28,0.94759598,0.8979381400000008,0.9257094299999999,0.95433962,0.0005957298699998947,0.06590000000000007,0.06590000000000007,0.06590000000000007,0.06590000000000007,925.18625,1404.9375,1586.6561,Terran,F,4.0179081,5.4120745,0.0,0.44932477,0.0,0.0,Hot,0.0,4.29,1.5357300029558123,1.6401569762135693,10.02763182738745
Kepler-1296 b,0.6929999999999836,0.9100000000000001,8.38398650000454,0.0895999999999999,0.0,1551.54,5359.0,0.87,0.83,0.87266171,0.761538459999997,0.8368554499999998,0.91962138,0.000830802739999914,0.0895999999999999,0.0895999999999999,0.0895999999999999,0.0895999999999999,381.40289,1125.7597,1271.3687,Terran,G,3.0619634,4.7245861,0.0,0.43326532,0.0,0.0,Hot,0.0,4.55,1.7650169099535915,2.9262270084613,12.625622394873911
Kepler-1201 b,5.860000000000014,2.29,15.187258999998448,0.11829999999999963,0.0,944.241,6177.0,1.15,1.24,1.5996725,2.558951999999998,1.1174463000000001,0.48796780000000006,0.0020362757000000897,0.11829999999999963,0.11829999999999963,0.11829999999999963,0.11829999999999963,79.07341800000006,759.63915,857.89305,Superterran,F,1.1066237999999995,2.8402971,0.0,0.448843,0.0,0.0,Hot,0.0,4.32,4.794820952831559,10.690173119356341,17.22501734132836
Kepler-1400 b,3.259999999999991,1.62,9.066894200004754,0.07709999999999972,0.0,752.237,5044.0,0.83,0.78,1.4185717000000002,2.0123456999999974,1.2421886999999998,0.76678314,0.0012168006999999648,0.07709999999999972,0.07709999999999972,0.07709999999999972,0.07709999999999972,44.45199400000001,657.76767,742.84522,Superterran,K,0.26424088,1.3879178999999997,0.0,0.4330821,0.0,0.0,Hot,0.0,4.58,4.910519313834988,29.17792281042953,22.569997860443213
Kepler-1091 b,2.730000000000075,1.46,1.4347415999945952,0.02519999999999989,0.0,914.299,5851.0,1.01,1.03,1.3674293,1.8698630000000023,1.2807281000000001,0.87721102,0.0003511286099999733,0.02519999999999989,0.02519999999999989,0.02519999999999989,0.02519999999999989,1893.2105999999999,1680.3488,1897.6899,Terran,G,1.2022643999999998,2.9604911,0.0,0.44162489,0.0,0.0,Hot,0.0,4.42,1.852909040317162,2.0960447635312076,8.189029609368372
Kepler-1081 b,1.009999999999991,1.0099999999999998,3.8569185999949696,0.04659999999999975,0.0,420.215,5345.0,0.88,0.84,1.0,1.0,0.9900990099999998,0.98029605,0.00048803473000003095,0.04659999999999975,0.04659999999999975,0.04659999999999975,0.04659999999999975,227.62929999999994,989.47939,1117.4615,Terran,G,0.4943106900000007,1.8982953,0.0,0.4433636,0.0,0.0,Hot,0.0,4.54,2.301133928487533,9.427269315174973,15.232576667869639
Kepler-1401 b,3.4599999999999795,1.6799999999999997,11.200664000003599,0.09750000000000014,0.0,1425.43,5964.0,1.07,1.1,1.4351041000000002,2.059523800000001,1.2259070000000003,0.72970657,0.0014421839000000602,0.09750000000000014,0.09750000000000014,0.09750000000000014,0.09750000000000014,145.20808,884.29547,998.67278,Superterran,G,1.3803843000000002,3.1722234,0.0,0.45191576,0.0,0.0,Hot,0.0,4.39,3.6951719918853563,7.063250429608633,16.35078963610696
Kepler-1104 b,2.0400000000000205,1.2300000000000004,5.037280100004864,0.06280000000000019,0.0,530.658,6417.0,1.3,1.41,1.2878417999999998,1.658536599999998,1.3484037,1.0962632,0.0007299736199999352,0.06280000000000019,0.06280000000000019,0.06280000000000019,0.06280000000000019,828.09605,1366.5323,1543.2835,Terran,F,3.2658783,4.8793701,0.0,0.4396877,0.0,0.0,Hot,0.0,4.25,2.145810021295504,1.9229130491482245,11.076284482847145
Kepler-1166 b,3.5,1.6899999999999995,33.24068800000532,0.1974999999999998,0.0,634.906,5446.0,0.9,0.86,1.4390989999999997,2.071005900000003,1.2254473,0.72511674,0.00310666330000009,0.1974999999999998,0.1974999999999998,0.1974999999999998,0.1974999999999998,14.21889299999998,494.67067,558.65279,Superterran,G,0.5546257099999998,2.0107763,0.0,0.45013041,0.0,0.0,Hot,0.0,4.53,6.624043327008687,35.60960057188836,29.26894028160992
Kepler-1124 b,2.180000000000007,1.2800000000000002,2.85234899999341,0.03049999999999997,0.0,289.899,3658.0,0.35,0.3400000000000001,1.3050383,1.703125,1.3305664,1.039505,0.0005613252400000768,0.03049999999999997,0.03049999999999997,0.03049999999999997,0.03049999999999997,51.097578999999996,681.08261,769.17578,Terran,M,0.047533522999999356,0.58865897,0.0,0.30899216,0.0,0.0,Hot,0.0,4.93,4.362868486873796,64.16524186519982,23.52937432087686
Kepler-272 d,5.689999999999998,2.2500000000000004,10.937304000006407,0.09100000000000019,0.0,889.608,5297.0,0.86,0.93,1.5902481000000002,2.5288888999999983,1.1239505999999997,0.4995336100000001,0.0017088263000000214,0.09100000000000019,0.09100000000000019,0.09100000000000019,0.09100000000000019,140.57795,877.16039,990.61483,Superterran,K,1.1641259999999996,2.9131562,0.0,0.4433605,0.0,0.0,Hot,0.0,4.43,4.127950921146619,7.817023243188472,14.880766095158593
Kepler-1407 b,5.689999999999998,2.2500000000000004,20.0711500000034,0.15020000000000078,0.0,1396.4100000000003,6010.0,1.1,1.15,1.5902481000000002,2.5288888999999983,1.1239505999999997,0.4995336100000001,0.002598334400000013,0.1501999999999999,0.1501999999999999,0.1501999999999999,0.1501999999999999,82.72945000000004,768.27154,867.64198,Superterran,F,1.8663796999999995,3.6886187,0.0,0.44920705,0.0,0.0,Hot,0.0,4.36,4.713014692995838,8.047665756330332,17.135181412562865
HIP 109600 b,851.7844,13.2,232.08000000000175,0.7060000000000004,0.163,66.33609999999999,5530.0,0.87,0.97,8.033002,64.529121,4.8885698,0.37034619999999996,0.058692898000000104,0.7153788599999995,0.5909219999999991,0.821078,0.7083654099999999,1.695266599999968,289.21515,328.6831359863281,Jovian,G,0.8336811800000001,2.4652659,0.0,0.44041038,1.0,0.0,Warm,0.0,4.45,62.84560598205463,70.88105311433324,38.28132475774413
Kepler-1154 c,6.170000000000016,2.36,8.458083100005751,0.08750000000000036,0.0,1460.1,6327.0,1.26,1.43,1.6169127000000003,2.6144067999999976,1.1077995,0.4694065599999999,0.001486271599999922,0.08750000000000036,0.08750000000000036,0.08750000000000036,0.08750000000000036,369.81446,1117.1093,1261.5995,Superterran,F,2.831392,4.54322,0.0,0.44359598,0.0,0.0,Hot,0.0,4.23,3.295638207121765,3.090352731094824,11.183398992453943
Kepler-1388 e,6.6200000000000045,2.46,37.63270800000464,0.1860999999999997,0.0,453.795,4098.0,0.63,0.61,1.6404440999999998,2.6910568999999995,1.0939256,0.44468518999999995,0.004077282199999921,0.1860999999999997,0.1860999999999997,0.1860999999999997,0.1860999999999997,2.2568737000000283,312.23136,352.61626,Superterran,K,0.07816278000000132,0.7548553999999998,0.0,0.39360107,0.0,0.0,Hot,0.0,4.67,11.96281994645235,100.0,37.76291558212375
Kepler-1125 b,4.0400000000000205,1.8399999999999999,17.670064000005368,0.13480000000000025,0.0,2011.4099999999999,5683.0,0.95,0.94,1.4817733,2.195652199999998,1.1932891999999997,0.64852675,0.002184545300000007,0.13480000000000025,0.13480000000000025,0.13480000000000025,0.13480000000000025,244.12946999999997,1006.9427,1137.1836,Superterran,G,4.4360864,5.6867451,0.0,0.44615803,0.0,0.0,Hot,0.0,4.47,3.3506235932350767,3.038714484911752,13.739794283604914
Kepler-1413 b,3.9700000000000273,1.8199999999999998,13.182964000006905,0.10660000000000025,0.0,1167.49,5196.0,0.84,0.8,1.4769288,2.1813186999999985,1.1985267,0.65853118,0.001789422399999907,0.10660000000000025,0.10660000000000025,0.10660000000000025,0.10660000000000025,35.76725299999998,622.9757,703.55316,Superterran,K,0.406443330000001,1.7213285,0.0,0.43654154,0.0,0.0,Hot,0.0,4.57,5.3980525285192575,26.22751860634544,22.886353591422345
Kepler-1086 c,8.960000000000036,2.94,161.51632999999856,0.5030000000000001,0.0,466.084,4350.0,0.7,0.66,1.7457431,3.0476189999999974,1.0366051,0.35258677000000005,0.011769461000000092,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5030000000000001,0.5455870199999708,218.93525999999997,234.82305908203125,Neptunian,K,0.13803842999999993,1.0031451000000002,0.0,0.37886946,1.0,1.0,Warm,0.0,4.65,19.11674987653625,100.0,35.270675023610366
Kepler-296 b,3.220000000000084,1.6100000000000003,10.864384000000427,0.07899999999999974,0.33000000000000007,167.0,3740.0,0.49999999999999994,0.48,1.4142136,2.0,1.2422360000000001,0.77157517,0.0009850291899999863,0.08330155000000072,0.05292999999999992,0.10506999999999955,0.0801159130000002,5.257540100000028,377.56377,426.39895,Superterran,M,0.030974192999998706,0.4751861399999999,0.0,0.44026819,0.0,0.0,Hot,0.0,4.77,8.528513630586701,100.0,37.70102414369214
Kepler-1012 b,2.2099999999999795,1.29,5.508604400005424,0.05850000000000044,0.0,411.077,5556.0,0.95,0.91,1.3088844000000006,1.7131783000000027,1.3280452,1.0294924,0.0007753491899999965,0.05850000000000044,0.05850000000000044,0.05850000000000044,0.05850000000000044,186.93399,941.93683,1063.7696,Terran,G,0.6397348400000009,2.1595525,0.0,0.43774702,0.0,0.0,Hot,0.0,4.5,3.1639395813314692,9.144413644878298,16.659779879269145
Kepler-299 e,4.160000000000025,1.8700000000000006,38.28548900000169,0.21999999999999975,0.0,1052.24,5617.0,0.95,1.03,1.4915089,2.2245988999999966,1.1896250999999998,0.63616315,0.003600237699999953,0.21999999999999886,0.21999999999999975,0.21999999999999975,0.21999999999999975,18.670443999999975,529.52732,598.0179,Superterran,G,0.9036494699999995,2.5666329,0.0,0.30186264,0.0,0.0,Hot,0.0,4.39,6.4133675597335795,24.345723347793243,26.529810423474643
Kepler-1509 b,4.079999999999984,1.8499999999999996,25.433820000005653,0.17070000000000007,0.0,2002.96,5780.0,1.0,0.99,1.4850607,2.2054053999999965,1.1921109999999997,0.64438434,0.0027283840000000836,0.17070000000000007,0.17070000000000007,0.17070000000000007,0.17070000000000007,86.00683300000003,775.76994,876.11025,Superterran,G,2.5061093000000003,4.2742878,0.0,0.45033809,0.0,0.0,Hot,0.0,4.45,4.358729411379122,6.811354955667738,18.190019650086292
Kepler-1080 b,10.800000000000011,3.28,77.25483999999415,0.3780999999999999,0.0,1382.82,5956.0,1.1,1.16,1.8145751,3.2926829000000026,1.0038666999999997,0.30605693,0.008098457000000003,0.3780999999999999,0.3780999999999999,0.3780999999999999,0.3780999999999999,50.790985999999975,680.05865,767.572265625,Neptunian,G,7.2610596,7.2755154,0.0,0.46310628,0.0,0.0,Hot,0.0,4.35,6.078971930211027,5.207228983494363,16.877952167362043
Kepler-304 b,8.550000000000011,2.8599999999999994,3.295708999998169,0.0389999999999997,0.0,434.684,4731.0,0.8,0.69,1.7290201000000003,2.9895105000000015,1.0452833999999998,0.36548369999999997,0.0008592942400000858,0.0389999999999997,0.0389999999999997,0.0389999999999997,0.0389999999999997,143.17618000000004,881.18563,997.0236206054688,Neptunian,K,0.21777098000000006,1.2599803,0.0,0.37550225,0.0,0.0,Hot,0.0,4.63,4.459324326753969,17.9087222732798,13.514851265362559
Kepler-1506 b,2.3000000000000114,1.3200000000000003,14.032915000003413,0.11679999999999957,0.0,2366.02,5676.0,0.95,0.93,1.3200092000000003,1.742424200000002,1.3200184,1.0000139,0.0015687828999999542,0.11679999999999957,0.11679999999999957,0.11679999999999957,0.11679999999999957,195.48538999999994,952.52918,1075.732,Terran,G,2.6668587000000006,4.4092403,0.0,0.44270377,0.0,0.0,Hot,0.0,4.49,3.155348517501174,4.379684607962152,16.339978540672
Kepler-1342 b,3.3899999999999864,1.6600000000000001,2.215710400007083,0.031299999999999883,0.0,890.724,5527.0,0.93,0.9,1.4290447,2.0421686999999977,1.2302220999999998,0.74109765,0.0004818388700000842,0.031299999999999883,0.031299999999999883,0.031299999999999883,0.031299999999999883,559.64332,1239.0178,1399.2759,Superterran,G,0.548276959999999,1.9992346,0.0,0.44647731,0.0,0.0,Hot,0.0,4.51,2.6261342537440764,5.708793599497586,11.24833436630813
Kepler-1024 b,14.5,3.91,66.41621300000406,0.3033000000000001,0.0,1087.4,5143.0,0.81,0.78,1.925731,3.708439900000002,0.9484501000000001,0.2425703600000001,0.007936310500000099,0.3033000000000001,0.3033000000000001,0.3033000000000001,0.3033000000000001,4.855737299999987,378.14948,425.9465637207031,Neptunian,K,0.446683590000001,1.8045286,0.0,0.43962231,0.0,0.0,Hot,0.0,4.57,11.625589066925082,67.90041245974571,27.155811361311667
Kepler-319 c,7.410000000000025,2.6300000000000003,6.941357000003336,0.06899999999999995,0.0,503.436,5526.0,0.96,0.9,1.6785382000000002,2.817490499999998,1.0712891999999998,0.40733427999999994,0.0013640072000000725,0.06899999999999995,0.06899999999999995,0.06899999999999995,0.06899999999999995,138.45281999999997,873.82641,986.7124633789062,Neptunian,G,0.6591739000000008,2.1921172,0.0,0.43586632,0.0,0.0,Hot,0.0,4.49,4.37436562920642,10.467647459949472,14.102938706535506
Kepler-172 d,5.689999999999998,2.2500000000000004,14.627118999997037,0.11800000000000033,0.0,828.592,5526.0,1.0,1.08,1.5902481000000002,2.5288888999999983,1.1239505999999997,0.4995336100000001,0.0021071947999999896,0.11800000000000033,0.11800000000000033,0.11800000000000033,0.11800000000000033,66.71691899999996,728.04581,822.21334,Superterran,G,0.9289663900000011,2.6023384,0.0,0.48819904,0.0,0.0,Hot,0.0,4.38,4.97341651012376,12.702289476802298,18.121128416150764
Kepler-176 d,15.199999999999989,2.5099999999999993,25.75197399999888,0.16300000000000026,0.0,527.321,5232.0,0.79,0.89,2.4608488,6.055776899999998,2.4126601,0.96121917,0.004368962900000106,0.16300000000000026,0.16300000000000026,0.16300000000000026,0.16300000000000026,14.846524000000045,500.04134,564.1514282226562,Neptunian,K,0.3944573000000009,1.6957576,0.0,0.51154907,0.0,0.0,Hot,0.0,4.47,11.216663820601468,41.322596894518085,32.30816015920123
Kepler-179 c,4.660000000000025,2.0000000000000004,6.400129999994533,0.06400000000000006,0.0,605.68,5302.0,0.84,0.76,1.5264338,2.3299999999999983,1.165,0.5825,0.001133271799999891,0.06400000000000006,0.06400000000000006,0.06400000000000006,0.06400000000000006,128.71823000000006,858.04432,969.02623,Superterran,G,0.5272298599999994,1.9604861,0.0,0.30998675,0.0,0.0,Hot,0.0,4.61,4.050577130109559,12.138917928510372,15.900859583030801
Kepler-318 b,19.899999999999977,4.71,4.66271499999857,0.05600000000000005,0.0,489.141,5746.0,1.02,1.19,2.0554934,4.2250531,0.8970388700000003,0.19045411000000012,0.0015079637999999562,0.05600000000000005,0.05600000000000005,0.05600000000000005,0.05600000000000005,321.82809,1078.9609,1218.64453125,Neptunian,G,1.0092529000000008,2.7124626,0.0,0.39025103,0.0,0.0,Hot,0.0,4.33,4.337240533727506,5.548658814852056,8.896626813101998
Kepler-304 e,1.8699999999999477,1.2000000000000002,1.4991469999949913,0.02320000000000011,0.0,434.684,4817.0,0.8,0.73,1.2483322000000001,1.558333300000001,1.2986111,1.0821759,0.0003079808899999481,0.02320000000000011,0.02320000000000011,0.02320000000000011,0.02320000000000011,404.59828,1142.4987,1290.2728,Terran,K,0.21777098000000006,1.2599803,0.0,0.37550225,0.0,0.0,Hot,0.0,4.61,2.4878437224393837,10.653393762566575,13.549725327502774
